Darius             Pavardenis5 |   1  1  5  2  3  2  3  3  1  6 |   1 ; final points:  1.68
Irena             Pavardaite10 |   8  6  4  7  5  3  8  2 10  9 |   2 ; final points:  3.68
Egle               Pavardaite5 |   8  3  2  2  5  9  9  6  8 10 |   2 ; final points:  3.68
Alma               Pavardaite9 |   2  5  8  7  2 10  4  2  5  2 |   3 ; final points:  3.68
Simas              Pavardenis7 |   6  4  7  1  9  8  7  4  7  9 |   2 ; final points:  3.68
Irma               Pavardaite8 |   3  2  8  9  7  7  7  2  8  9 |   2 ; final points:  3.68
Petras             Pavardenis5 |   4  9  8  1  1  7  9  8  8  7 |   2 ; final points:  3.68
Petras             Pavardenis4 |   8  8  5  9  1  9  7  8  2  5 |   2 ; final points:  3.68
Simas              Pavardenis6 |   9  4  8  1  9  2  6  9 10  4 |   2 ; final points:  3.68
Egle               Pavardaite3 |  10  2  8  8  5  3  6  6  9  5 |   2 ; final points:  3.68
Alma               Pavardaite5 |   6 10  3  7  8  3  7  6  3  9 |   2 ; final points:  3.68
Alma               Pavardaite1 |   1 10  3  3  3  5  4  5  6  7 |   3 ; final points:  3.68
Darius             Pavardenis9 |  10  6  1 10  8  6  4  6  4  7 |   2 ; final points:  3.68
Ignas              Pavardenis2 |   4  4  5  2  4  5  9  5  6  3 |   3 ; final points:  3.68
Ignas              Pavardenis4 |   7  2  2 10 10 10  9  2  2  9 |   2 ; final points:  3.72
Egle               Pavardaite1 |   1  5  6  3  5  5  6  1  6 10 |   3 ; final points:  3.72
Irma               Pavardaite9 |   3  4  5  8  4  2  6  6  6  4 |   3 ; final points:  3.72
Petras             Pavardenis5 |   6  3  2  6  9  7  1  9  2  3 |   3 ; final points:  3.72
Petras            Pavardenis10 |   1  9  4  1  4  8  5  4  2 10 |   3 ; final points:  3.72
Ignas              Pavardenis9 |   2  6  8  5  5  6  4  6  5  1 |   3 ; final points:  3.72
Alma              Pavardaite10 |   6  8  8  1  7 10  7  7  6  3 |   2 ; final points:  3.72
Jolanta            Pavardaite7 |   4  4  4  5  9  9  1  3  2  7 |   3 ; final points:  3.72
Darius             Pavardenis2 |   8  2  2  2  5  8  9  6  3  3 |   3 ; final points:  3.72
Irma               Pavardaite9 |   1  8  1  7  1  6  4  6  5  9 |   3 ; final points:  3.72
Simas              Pavardenis5 |   5  4  6  3  3  6  3  6  9  3 |   3 ; final points:  3.72
Jolanta            Pavardaite1 |   5  8 10  6  7  5  6  3  6  7 |   2 ; final points:  3.72
Petras            Pavardenis10 |   5  8  7  6  4  6  9 10  4  4 |   2 ; final points:  3.72
Petras             Pavardenis7 |  10  7  9  6  4  9  1  7  5  5 |   2 ; final points:  3.72
Jonas             Pavardenis10 |   5  8  3  6  8  7  8  1  7 10 |   2 ; final points:  3.72
Egle               Pavardaite7 |  10  1 10  6  4  2  6 10  7  7 |   2 ; final points:  3.72
Simas              Pavardenis4 |   9  1  8  2  8  9  2  2  4  3 |   3 ; final points:  3.72
Ignas              Pavardenis6 |   2  1  6  6  1  6  5  8  8  5 |   3 ; final points:  3.72
Alma               Pavardaite7 |   6 10  4  3  9  9  5 10  6  1 |   2 ; final points:  3.72
Alma               Pavardaite9 |   9  2  7 10  4  3  1  1  3  8 |   3 ; final points:  3.72
Jonas             Pavardenis10 |   7  8  7  3  5  6  7  8  5  7 |   2 ; final points:  3.72
Jonas              Pavardenis3 |   4  1  4 10  7  2  5  8  2  5 |   3 ; final points:  3.72
Petras             Pavardenis9 |   7  2 10  3  1  8 10  4  2  1 |   3 ; final points:  3.72
Alma               Pavardaite5 |   2  1  2  1  1  2  6  2  6 10 |   4 ; final points:  3.72
Jolanta            Pavardaite5 |   7  1  8  7  4  7  9  3  9  8 |   2 ; final points:  3.72
Darius             Pavardenis7 |  10  3  1  9  1  5  9  3  2  5 |   3 ; final points:  3.72
Irma              Pavardaite10 |   3 10  9  4  9  9  6  6  4  3 |   2 ; final points:  3.72
Ignas              Pavardenis4 |   1  1  4  5  8  1 10  5 10  3 |   3 ; final points:  3.72
Simas              Pavardenis9 |   8  5  5  8  2  1  1  9  8  1 |   3 ; final points:  3.72
Irma               Pavardaite8 |   8  5  3  9  9  3 10  7  8  1 |   2 ; final points:  3.72
Darius             Pavardenis6 |   6  4  4  7  4  7  3  3  1  9 |   3 ; final points:  3.72
Egle               Pavardaite4 |   3 10  5  4 10  8  5 10  4  4 |   2 ; final points:  3.72
Irena              Pavardaite3 |  10  1  7  5  2  6  5  5  3  4 |   3 ; final points:  3.72
Darius             Pavardenis9 |   2  2  3  2  4  6  7  5  8  9 |   3 ; final points:  3.72
Ignas             Pavardenis10 |   9  8  1  7  4  8  8  1  1  1 |   3 ; final points:  3.72
Irena              Pavardaite8 |   6  5  5  3  6  1  9  9 10  9 |   2 ; final points:  3.72
Jonas              Pavardenis3 |   3  1  4  6  9  4  3  4  5  9 |   3 ; final points:  3.72
Petras             Pavardenis9 |   7  3  9 10  7  6  1  5  7  8 |   2 ; final points:  3.72
Jolanta            Pavardaite8 |   7  2 10  5  4  9  1  3  4  3 |   3 ; final points:  3.72
Alma               Pavardaite6 |   4  3  3  4  8  1  4  5 10  6 |   3 ; final points:  3.72
Jonas             Pavardenis10 |   6  5 10  1  6  6  4  2  7  1 |   3 ; final points:  3.72
Jonas              Pavardenis3 |   4  3  6 10  3  3  1  9  8  1 |   3 ; final points:  3.72
Darius             Pavardenis4 |   6  7  4  6  2  7  5  1  8  2 |   3 ; final points:  3.72
Darius             Pavardenis4 |   8  1  9  1  1  1  1  4  4  3 |   4 ; final points:  3.72
Alma               Pavardaite5 |   7  8  4  3  6  2  6  1  2  9 |   3 ; final points:  3.72
Egle               Pavardaite6 |   8  4  9  8  6  4  2 10  5  7 |   2 ; final points:  3.72
Jonas              Pavardenis6 |   6  8  4 10  1  8 10  7  6  3 |   2 ; final points:  3.72
Irma               Pavardaite3 |   8  8  6  8  1  1  2 10  1  3 |   3 ; final points:  3.72
Darius             Pavardenis7 |   5  7  8  3  7  2  3  2  9  2 |   3 ; final points:  3.72
Jonas              Pavardenis9 |   7  6  8  1  3 10  8  2 10  8 |   2 ; final points:  3.72
Jonas              Pavardenis2 |   5  8  4  2  7  3  7  4  2  6 |   3 ; final points:  3.72
Egle               Pavardaite1 |   9  9  9  5  3  1  5  1  3  3 |   3 ; final points:  3.72
Ignas              Pavardenis4 |   7  6  8  3  5  4  1  5  6  3 |   3 ; final points:  3.72
Ignas              Pavardenis4 |   9  7  4  2  4  4  9  1  5  3 |   3 ; final points:  3.72
Ignas              Pavardenis7 |   3  9  1  8 10  2  6  2  2  5 |   3 ; final points:  3.72
Alma               Pavardaite9 |  10  7  5 10  2 10  6  6  1  6 |   2 ; final points:  3.72
Jonas              Pavardenis4 |   7  6  9  3  9 10  4  9  3  3 |   2 ; final points:  3.72
Darius             Pavardenis8 |   2  1  8  1  9  2  8  8  2  7 |   3 ; final points:  3.72
Petras             Pavardenis4 |   4  3  4  5  9  2  9  3  5  4 |   3 ; final points:  3.72
Irma               Pavardaite5 |  10  2  9  6  3  8  9  4 10  2 |   2 ; final points:  3.72
Irena             Pavardaite10 |   5  7  5  6 10  4  1  9  7  9 |   2 ; final points:  3.72
Jolanta            Pavardaite3 |   9  5  7  6  7  1  5  8  6  9 |   2 ; final points:  3.72
Simas              Pavardenis5 |   3  1  4  7  3 10  9  9  9  8 |   2 ; final points:  3.72
Darius             Pavardenis3 |   9 10  8  4  7  4  1  8  6  6 |   2 ; final points:  3.72
Petras             Pavardenis5 |   3  1  9  7  7  4  5  8  2  2 |   3 ; final points:  3.72
Jolanta            Pavardaite7 |   7  1  8  5  5  9  4  9 10  5 |   2 ; final points:  3.72
Alma               Pavardaite4 |   2 10  3  3 10  7 10  1  9  8 |   2 ; final points:  3.72
Alma              Pavardaite10 |   4  8  5  9  3  3  4  6  4  2 |   3 ; final points:  3.72
Jonas              Pavardenis3 |   9  2 10  8  8  1  8  7  4  6 |   2 ; final points:  3.72
Egle               Pavardaite5 |   9  2  5  6  8  6  1  2  7  2 |   3 ; final points:  3.72
Alma               Pavardaite3 |   6  8  1  8  3  6  3  9  1  3 |   3 ; final points:  3.72
Alma               Pavardaite9 |   6  5 10  9 10  6  9 10  3 10 |   1 ; final points:  3.72
Alma               Pavardaite8 |   9  1  8  6  2  1  4  1  8  8 |   3 ; final points:  3.72
Jonas              Pavardenis7 |   5  1  3 10  5  1  2  5  8  9 |   3 ; final points:  3.76
Simas              Pavardenis9 |   5  5  2  4 10  9  3  3  5  3 |   3 ; final points:  3.76
Alma               Pavardaite5 |   6 10  4  5  9  2 10  1  9  8 |   2 ; final points:  3.76
Irena              Pavardaite6 |   5  5  7  4  2  4  7  6  5  4 |   3 ; final points:  3.76
Ignas              Pavardenis6 |   7 10  5  6  1  2 10  9 10  4 |   2 ; final points:  3.76
Jolanta            Pavardaite1 |   4  8 10  1  9  8  1  4 10  9 |   2 ; final points:  3.76
Alma               Pavardaite9 |   1  2  7  5 10  8  2  1  8  5 |   3 ; final points:  3.76
Alma               Pavardaite3 |   8  2  4  8  9  9  3  4 10  7 |   2 ; final points:  3.76
Darius             Pavardenis8 |   1  8  4  6  8  7  9  9  7  5 |   2 ; final points:  3.76
Egle               Pavardaite8 |   9  9  5  6 10  2  3  7 10  3 |   2 ; final points:  3.76
Egle               Pavardaite9 |   2  1 10  6  7  7  8  9 10  4 |   2 ; final points:  3.76
Simas              Pavardenis8 |   7  1  3  6  6  9  3  4  2  8 |   3 ; final points:  3.76
Simas              Pavardenis8 |   1  1  2  6  9  3  1  6  1  4 |   4 ; final points:  3.76
Jolanta            Pavardaite5 |   8  1  5  7  1  9  3  6  7  2 |   3 ; final points:  3.76
Irma               Pavardaite5 |   9  5 10  9  4 10  5  1  4  7 |   2 ; final points:  3.76
Petras             Pavardenis6 |   3  6  6  5  1 10  7 10  8  8 |   2 ; final points:  3.76
Petras            Pavardenis10 |   4  3  5  2 10  8  3  4  8  2 |   3 ; final points:  3.76
Egle               Pavardaite7 |   2  2  9  1  3 10  6  6  9  1 |   3 ; final points:  3.76
Alma               Pavardaite6 |   8  9  9  7  5  6  8  2  4  6 |   2 ; final points:  3.76
Petras             Pavardenis3 |   7  2  5  8  8  5  7  8  4 10 |   2 ; final points:  3.76
Simas              Pavardenis1 |   3  3  3  5  3  4  7  5  9  7 |   3 ; final points:  3.76
Egle               Pavardaite6 |   3 10  7  9  5  7  6  6  5  6 |   2 ; final points:  3.76
Egle               Pavardaite5 |   4  7  3  8 10  8  8  4  9  3 |   2 ; final points:  3.76
Egle               Pavardaite5 |   1  6 10  2  2  3  7 10  2  6 |   3 ; final points:  3.76
Irena              Pavardaite8 |   8  2  3  6  5  2  3  1  1  3 |   4 ; final points:  3.76
Jonas              Pavardenis8 |   2  8  4  6  8  3  4  6  6  2 |   3 ; final points:  3.76
Jonas              Pavardenis9 |   8  8  6  1  8  2 10  7 10  4 |   2 ; final points:  3.76
Egle              Pavardaite10 |  10  3  4  9  1  7  8  2  1  4 |   3 ; final points:  3.76
Jolanta            Pavardaite1 |   5  1  2  8 10  6 10  9  7  6 |   2 ; final points:  3.76
Jolanta            Pavardaite3 |   9  5  6  8  1  8  3  1  1  7 |   3 ; final points:  3.76
Irena              Pavardaite2 |   3  2  8  9  9  3  3  5  2  5 |   3 ; final points:  3.76
Egle               Pavardaite4 |   9  1  9  6  3  9  1  3  2  6 |   3 ; final points:  3.76
Darius             Pavardenis2 |   3  6  3  4  5  8  2  5  7  6 |   3 ; final points:  3.76
Petras             Pavardenis2 |   4  1  3  8  9 10  1  4  8  1 |   3 ; final points:  3.76
Darius             Pavardenis8 |  10  4  8  8  4  3  1  1  6  4 |   3 ; final points:  3.76
Alma               Pavardaite7 |   2  1  1 10  2  2  4  4  5  3 |   4 ; final points:  3.76
Irena              Pavardaite8 |   2  8  1  6  1  5  3  6  1  1 |   4 ; final points:  3.76
Ignas              Pavardenis6 |   4  7  7  2  4  8  8  6 10  8 |   2 ; final points:  3.76
Irena              Pavardaite3 |   8  2  4 10  7  9  4  8 10  2 |   2 ; final points:  3.76
Jonas              Pavardenis3 |   8  6  8  8  1  6  1  1  6  4 |   3 ; final points:  3.76
Egle              Pavardaite10 |   2  4  8  4  8  2  5  7  1  8 |   3 ; final points:  3.76
Irena              Pavardaite7 |   7  3  7  1  2  6  7  4  8  4 |   3 ; final points:  3.76
Jolanta            Pavardaite4 |  10  3  7 10  9  1  8  6  3  7 |   2 ; final points:  3.76
Irena              Pavardaite5 |   3  8  2 10  7 10  2  4  1  2 |   3 ; final points:  3.76
Jonas              Pavardenis6 |   6  9  7  5 10  1  9  8  2  7 |   2 ; final points:  3.76
Ignas             Pavardenis10 |   9  6  9  6  6  2  8  4  7  7 |   2 ; final points:  3.76
Jonas              Pavardenis1 |   3  6 10  5 10  1  1  7  3  3 |   3 ; final points:  3.76
Simas              Pavardenis5 |   1  9 10  4  6  2  5  3  7  2 |   3 ; final points:  3.76
Irma               Pavardaite3 |   3  4  7  4  2  5  7  7  1  9 |   3 ; final points:  3.76
Petras             Pavardenis7 |   8 10  9  5  5  4  7  3  6  7 |   2 ; final points:  3.76
Jonas              Pavardenis8 |   4  1  8  3  4  3  6  6  7  7 |   3 ; final points:  3.76
Petras             Pavardenis2 |   6  4  6  5  8  1  2 10  6  1 |   3 ; final points:  3.76
Irena             Pavardaite10 |   4  2  7  7  8  5  9  5  9  8 |   2 ; final points:  3.76
Petras             Pavardenis2 |   4  1  6  6  9  8  6  6  2  1 |   3 ; final points:  3.76
Egle               Pavardaite5 |   4 10  3 10  6  3  1  8  3  1 |   3 ; final points:  3.76
Jonas              Pavardenis7 |   8  3  1  8  7  5 10  6  6 10 |   2 ; final points:  3.76
Simas              Pavardenis4 |  10  8 10  5  3  6  1  6  6  9 |   2 ; final points:  3.76
Jolanta            Pavardaite7 |   7  8  7  4  9  5  1  2  5  1 |   3 ; final points:  3.76
Alma               Pavardaite2 |   6  5 10  8  2 10  5 10  2  6 |   2 ; final points:  3.76
Alma               Pavardaite1 |   5  4  5  1  1  2  5  1  9  1 |   4 ; final points:  3.76
Alma               Pavardaite6 |  10  8  2  8  4  6  8  6  8  4 |   2 ; final points:  3.76
Darius             Pavardenis3 |   8  5  7  6 10  2  2  8  9  7 |   2 ; final points:  3.76
Egle               Pavardaite4 |   7  6  8  1  9  9  6  9  7  2 |   2 ; final points:  3.76
Alma               Pavardaite9 |   9  3  2  2  2  8  6  5  3  9 |   3 ; final points:  3.76
Simas              Pavardenis9 |   7  9  1  6  3  7  9  8  7  7 |   2 ; final points:  3.76
Jonas              Pavardenis5 |   1  4  1  5  1  8 10  6  6  7 |   3 ; final points:  3.76
Jolanta           Pavardaite10 |  10  1  7  8  2  5  5  4  5  2 |   3 ; final points:  3.76
Egle               Pavardaite1 |   5  1  7  7  1  2  4  7  8  7 |   3 ; final points:  3.76
Egle              Pavardaite10 |   6  6  9  4  5  8  9  5  4  8 |   2 ; final points:  3.76
Jolanta            Pavardaite4 |   6  4  5  8  2  5  2  6  8  3 |   3 ; final points:  3.76
Darius             Pavardenis5 |   6  1  1  5  7  2  1  1  6  4 |   4 ; final points:  3.76
Ignas              Pavardenis1 |   6  9  7  7  2  7  5 10  9  2 |   2 ; final points:  3.76
Egle               Pavardaite5 |   7  5  4  4  4  4  1  8 10  2 |   3 ; final points:  3.76
Darius             Pavardenis3 |   4  3  2  5  8  7  1  6 10  3 |   3 ; final points:  3.76
Alma               Pavardaite2 |   1  8 10  6  6 10  4  7  6  6 |   2 ; final points:  3.76
Simas              Pavardenis9 |   6  1  1  1 10  2  1  5  3  4 |   4 ; final points:  3.76
Jolanta            Pavardaite3 |   5  5  7  2  3  6  1  9 10  1 |   3 ; final points:  3.76
Alma               Pavardaite6 |  10  3  9  6  9  1  3  5  1  2 |   3 ; final points:  3.76
Petras             Pavardenis7 |   8  8  8  1  1  9  9  7  9  4 |   2 ; final points:  3.76
Irena              Pavardaite3 |   6  6  3  2 10  9  9  9  1  9 |   2 ; final points:  3.76
Simas              Pavardenis3 |   4  9  4  3  2  9  6 10  8  9 |   2 ; final points:  3.76
Jolanta           Pavardaite10 |   1  1  1  9  7  9  7  2  8  5 |   3 ; final points:  3.80
Alma               Pavardaite8 |   4  8  7  5  7  8  6  7 10  3 |   2 ; final points:  3.80
Egle               Pavardaite7 |   6  6  8  2  1 10  3  7  3  4 |   3 ; final points:  3.80
Irena              Pavardaite5 |   5  7  7  8  4  7  4  4  9 10 |   2 ; final points:  3.80
Jolanta           Pavardaite10 |   2 10  2  8  1  7  6  9  1  4 |   3 ; final points:  3.80
Simas              Pavardenis9 |   8  1  5  1  8  8  8  5  2  4 |   3 ; final points:  3.80
Darius             Pavardenis4 |   2  4  2  5  7  6 10  4  5  5 |   3 ; final points:  3.80
Egle               Pavardaite1 |   3  4  8  5 10  5  7  7  6 10 |   2 ; final points:  3.80
Simas              Pavardenis6 |   1  7  5 10  5  6  7  9  6  9 |   2 ; final points:  3.80
Darius             Pavardenis6 |   3  6  7  1  6  2  6  8  9  2 |   3 ; final points:  3.80
Irma               Pavardaite4 |  10  2 10  9  9  5  7  9  1  3 |   2 ; final points:  3.80
Irma              Pavardaite10 |   7  2  6  3  8  3  1  8  4  8 |   3 ; final points:  3.80
Jolanta            Pavardaite3 |   6  9  2  5  2  5  6  6  5  4 |   3 ; final points:  3.80
Irma               Pavardaite4 |  10  7  1  2  7  2  5 10  1  5 |   3 ; final points:  3.80
Ignas              Pavardenis3 |   9  2  4 10  8  7  5  7  4  9 |   2 ; final points:  3.80
Jolanta           Pavardaite10 |  10  4  7  9  5  2  4  9  6  9 |   2 ; final points:  3.80
Darius             Pavardenis5 |   8  4  2  6  7  2  4  1 10  6 |   3 ; final points:  3.80
Egle               Pavardaite9 |   4 10 10  2  9  2  1  6  2  4 |   3 ; final points:  3.80
Jolanta            Pavardaite5 |   3  1  9  3  9 10  1  1  8  5 |   3 ; final points:  3.80
Jolanta            Pavardaite7 |   1  9  8  9  2  1  1  6  9  4 |   3 ; final points:  3.80
Irma              Pavardaite10 |   8  1  2  9 10 10  8  5  7  5 |   2 ; final points:  3.80
Irma               Pavardaite3 |   4  9  1  2  7  9  3  1  7  7 |   3 ; final points:  3.80
Alma               Pavardaite7 |   1  3  2  3  1  4  1  3  7 10 |   4 ; final points:  3.80
Simas              Pavardenis1 |   2  7  3 10  5  2  4  9  5  3 |   3 ; final points:  3.80
Darius             Pavardenis3 |   8  1  3  8  6  4  9 10  8  8 |   2 ; final points:  3.80
Egle               Pavardaite3 |   2  5  2  2  1  9  2  6  1  5 |   4 ; final points:  3.80
Jolanta            Pavardaite3 |   7  2  3  5  8  9  1  3  8  4 |   3 ; final points:  3.80
Egle              Pavardaite10 |   3 10  8  8  4  3  5 10  9  5 |   2 ; final points:  3.80
Jonas              Pavardenis7 |   5  1  8  6  4  3  4  3 10  6 |   3 ; final points:  3.80
Jonas              Pavardenis4 |   9 10  4  4  8  3 10  6  1 10 |   2 ; final points:  3.80
Petras             Pavardenis4 |   4  1  7  8  3  1  3  8  5 10 |   3 ; final points:  3.80
Simas              Pavardenis4 |  10  4  3  2  2  5  5  7  4  8 |   3 ; final points:  3.80
Irma               Pavardaite4 |   8  8  7  3  6  8  2  8 10  5 |   2 ; final points:  3.80
Petras             Pavardenis4 |   5  6  7  2  6  9  6 10  9  5 |   2 ; final points:  3.80
Irma               Pavardaite9 |   4  1  9  1  4  6  8 10  3  4 |   3 ; final points:  3.80
Ignas              Pavardenis7 |   7  9  4  6 10  5  2 10  5  7 |   2 ; final points:  3.80
Ignas              Pavardenis2 |   2  6  9 10  7  2  7  7  7  8 |   2 ; final points:  3.80
Simas              Pavardenis4 |   3  1  3  1  3 10  4  8  1  1 |   4 ; final points:  3.80
Egle               Pavardaite4 |   9  1  3  8  2  7  9 10  7  9 |   2 ; final points:  3.80
Alma              Pavardaite10 |   8  9  2  6  4  7  3  5  1  5 |   3 ; final points:  3.80
Petras             Pavardenis9 |   5  6  2  3  8  8 10  5  8 10 |   2 ; final points:  3.80
Alma               Pavardaite5 |   3  8  1  8  6  7  7  2  1  7 |   3 ; final points:  3.80
Simas              Pavardenis2 |   5  2 10  7  3  4  7  4  5  3 |   3 ; final points:  3.80
Ignas              Pavardenis6 |   6  9 10  7  5 10  5  3  6  4 |   2 ; final points:  3.80
Irena             Pavardaite10 |   5  1  4 10  5  8  2  4  1 10 |   3 ; final points:  3.80
Irena              Pavardaite3 |   2  9  5  4  5  1  1  3 10 10 |   3 ; final points:  3.80
Ignas              Pavardenis2 |   6  7  1  8  9  4  5  2  5  3 |   3 ; final points:  3.80
Alma               Pavardaite5 |   9  1  7  8  3  7  1  3  7  4 |   3 ; final points:  3.80
Jolanta            Pavardaite8 |   7  6  1  3  4  7  6  2  8  6 |   3 ; final points:  3.80
Simas              Pavardenis1 |   6  6  7  3 10  8 10  4  3  8 |   2 ; final points:  3.80
Simas              Pavardenis8 |   6  9 10  3  2  9  9  3  6  8 |   2 ; final points:  3.80
Jolanta            Pavardaite4 |   9  6  3  2  7  6  7  1  5  4 |   3 ; final points:  3.80
Darius             Pavardenis5 |   9  3 10  2  9 10 10  4  6  2 |   2 ; final points:  3.80
Alma              Pavardaite10 |   5  9  2  6  6  9  8  5 10  5 |   2 ; final points:  3.80
Irena              Pavardaite6 |   7  5  8  3  3  5  7 10 10  7 |   2 ; final points:  3.80
Alma               Pavardaite9 |   3  2  1 10  3 10  8  5  1  7 |   3 ; final points:  3.80
Petras             Pavardenis3 |   1  9  3  9  3 10 10 10  7  3 |   2 ; final points:  3.80
Irma               Pavardaite9 |   9  2  3  2  5  3  6  7  9  4 |   3 ; final points:  3.80
Darius             Pavardenis6 |   2  9  2  9  7  6  3  2  8  2 |   3 ; final points:  3.80
Petras             Pavardenis6 |   5 10  8  9  8  3  4 10  3  5 |   2 ; final points:  3.80
Egle               Pavardaite3 |   4  9  1 10  9  2  5  4  3  3 |   3 ; final points:  3.80
Petras             Pavardenis3 |   9  8  6  8  6  7  4 10  6  1 |   2 ; final points:  3.80
Darius             Pavardenis5 |   6  7 10  1  6  7  8  1  1  3 |   3 ; final points:  3.80
Petras             Pavardenis7 |   4 10  2  7  2  9  8  7  9  7 |   2 ; final points:  3.80
Jonas              Pavardenis5 |   7  5  8  9  1  8  6  8  4  9 |   2 ; final points:  3.80
Alma               Pavardaite4 |   5 10  4  6  1  3  5  4  9  3 |   3 ; final points:  3.80
Ignas              Pavardenis6 |   6  2  1  3  6  2  5  7 10  8 |   3 ; final points:  3.80
Egle               Pavardaite1 |   5  8  5  6  4  1  9  7  2  4 |   3 ; final points:  3.84
Simas              Pavardenis5 |   1  8  1  5  9  8  8  9 10  7 |   2 ; final points:  3.84
Darius             Pavardenis8 |   8  3  2  9  9 10  8  1  9  7 |   2 ; final points:  3.84
Ignas              Pavardenis4 |  10  4  8  6  5  7  9  8  1  8 |   2 ; final points:  3.84
Jolanta           Pavardaite10 |   2  3  5  3 10  5  4  1 10  8 |   3 ; final points:  3.84
Egle               Pavardaite3 |   9  7 10  6  9  8  4  1  5  7 |   2 ; final points:  3.84
Darius             Pavardenis7 |   4  5  1  4  7  4  2  6  9  9 |   3 ; final points:  3.84
Ignas             Pavardenis10 |   8  2  4  1  4  1  7  2  2  5 |   4 ; final points:  3.84
Jonas              Pavardenis1 |  10  4  6  3  7  1  4  2  4 10 |   3 ; final points:  3.84
Irma              Pavardaite10 |   3  2  4  7  7  3  5  6  8  6 |   3 ; final points:  3.84
Jolanta            Pavardaite9 |   3  7  7  3  5  6  1  9  5  5 |   3 ; final points:  3.84
Alma               Pavardaite4 |   5  9  3  7  7  1  4  5  3  7 |   3 ; final points:  3.84
Ignas              Pavardenis7 |   3  1  5  4 10  7  8  1  7  5 |   3 ; final points:  3.84
Jolanta            Pavardaite9 |   8  1  1  7  6  7  2  9  4  6 |   3 ; final points:  3.84
Ignas              Pavardenis3 |   3  1  3  4  7  3  9  3  9  9 |   3 ; final points:  3.84
Alma               Pavardaite8 |   6  9  1  7  8 10  8  5  5  7 |   2 ; final points:  3.84
Simas             Pavardenis10 |   4  2  3  3  7  3  1 10  2  1 |   4 ; final points:  3.84
Darius             Pavardenis4 |   5  2  1  1  5  6  9  6 10  6 |   3 ; final points:  3.84
Irena              Pavardaite1 |   7  1  4  5  6  9  1  6  7  5 |   3 ; final points:  3.84
Irena              Pavardaite9 |   5  7  1 10  9  5  5  1  6  2 |   3 ; final points:  3.84
Darius             Pavardenis6 |   3  1  7  7 10  8  4  7  3  1 |   3 ; final points:  3.84
Irena              Pavardaite7 |   6  9  2  9  7  2  5  7 10  9 |   2 ; final points:  3.84
Egle               Pavardaite5 |   5  7  5 10  7  6 10  4  7  5 |   2 ; final points:  3.84
Alma               Pavardaite3 |  10  6  6  3  2  1  2  9  4  8 |   3 ; final points:  3.84
Jonas              Pavardenis5 |   3  5  4  3  2  6  1  3  2  7 |   4 ; final points:  3.84
Ignas              Pavardenis1 |   7  2  4  9  3  5  5  3  5  8 |   3 ; final points:  3.84
Darius            Pavardenis10 |   5  2  5  9  6 10 10  8  3  8 |   2 ; final points:  3.84
Simas              Pavardenis8 |  10  8  5  9 10  3  7  4  9  1 |   2 ; final points:  3.84
Simas              Pavardenis5 |   4 10  7  9  6  4  6  4  8  8 |   2 ; final points:  3.84
Jolanta           Pavardaite10 |   4 10  8  5  2  1  9  1  9  2 |   3 ; final points:  3.84
Ignas              Pavardenis9 |   7  8  6  3  3  8  1  9  2  4 |   3 ; final points:  3.84
Petras             Pavardenis9 |   1 10  4  6  6  4  6  7  3  4 |   3 ; final points:  3.84
Darius             Pavardenis9 |   7  5  4  1  3  2  3  2  5  4 |   4 ; final points:  3.84
Alma               Pavardaite8 |   7  9  8  9  3  1  8  8  3 10 |   2 ; final points:  3.84
Irena              Pavardaite3 |   3  8  7  1  9 10  8  9  7  4 |   2 ; final points:  3.84
Ignas             Pavardenis10 |   5  3  1  7  7  2  1  3  5  2 |   4 ; final points:  3.84
Irma               Pavardaite3 |   4  9  6  3  2  8  2  3  6  8 |   3 ; final points:  3.84
Petras             Pavardenis3 |  10  2  8  6  4  5  4  4  2  6 |   3 ; final points:  3.84
Irma               Pavardaite2 |  10  2  3  6  6  8  7  3  3  3 |   3 ; final points:  3.84
Jonas              Pavardenis5 |   1  4  8  3  3  9  8  1  5  9 |   3 ; final points:  3.84
Jonas             Pavardenis10 |   1  3 10 10  4  5  9 10  4 10 |   2 ; final points:  3.84
Irena              Pavardaite9 |   1  3  7  1  9  2  4  4  4  1 |   4 ; final points:  3.84
Ignas              Pavardenis7 |   1  4  6  6  5  6  4  6  9  4 |   3 ; final points:  3.84
Jolanta            Pavardaite1 |   8  8  9  7  8  4  9  4  8  1 |   2 ; final points:  3.84
Alma               Pavardaite5 |   9 10  2  7  2 10  9  5  6  6 |   2 ; final points:  3.84
Darius             Pavardenis2 |   2  5  1  2  9  2 10  3  1  1 |   4 ; final points:  3.84
Jonas              Pavardenis9 |   9  6  6  9  6  9  4  5  3  9 |   2 ; final points:  3.84
Darius             Pavardenis8 |  10  2  6  6  4  5 10 10  9  4 |   2 ; final points:  3.84
Jolanta            Pavardaite4 |   3  2  2  7 10  2  8  5  9  3 |   3 ; final points:  3.84
Petras             Pavardenis2 |   5  3  8  2  8  1  4  9  4  7 |   3 ; final points:  3.84
Alma               Pavardaite6 |   6  9  6  4  2  4  3  9  7  1 |   3 ; final points:  3.84
Ignas              Pavardenis7 |   8  3  4  9  1  3 10  4  5  4 |   3 ; final points:  3.84
Irma              Pavardaite10 |   8  5  6  6  9  2  9  9  9  3 |   2 ; final points:  3.84
Egle               Pavardaite5 |   6  8  7  7  9  7  2  2  8 10 |   2 ; final points:  3.84
